%Data: Non clustered trilaterated Mobile Tower Localisation Locations
%Carrier: airtel
%Start  : 2017-01-25+00%3A00%3A00
%End    : 2017-01-30+00%3A00%3A00
@RELATION mobile-networks
@ATTRIBUTE latitude  NUMERIC
@ATTRIBUTE longitude  NUMERIC
@DATA
18.5298740671,73.8558035041
18.529866675,73.8557995453
18.5296774107,73.8556981849
18.5301405505,73.8559462195
18.5295082496,73.8556128297
18.5297150489,73.8557039258
18.5298810467,73.8557770489
18.529970754,73.8558165656
18.5300977115,73.8558724915
18.5298580957,73.8557669388
18.5298628384,73.8557690281
18.5298360919,73.855757246
18.5298991783,73.855785036
18.5298344809,73.8557565364
18.5298405455,73.8557592079
18.5298405455,73.8557592079
18.5298759229,73.8557747919
18.5298469472,73.8557620279
18.5298607612,73.8557681131
18.5298287531,73.8557540132
18.5298607612,73.8557681131
18.5298536857,73.8557649963
18.5296869268,73.8556915377
18.5301473471,73.8558943565
18.5280669416,73.854234056
18.5287994604,73.8547444711
18.5294150163,73.855173394
18.5296132983,73.8553115591
18.5298987908,73.8555104948
18.5295097847,73.8552394297
18.5295680429,73.8552800249
18.5296557798,73.855341161
18.5297496104,73.8554065435
18.5296863104,73.8553624351
18.529693167,73.8553672129
18.529693167,73.8553672129
18.5297331637,73.8553950834
18.5297004045,73.8553722562
18.5297160223,73.8553831389
18.5296798347,73.8553579228
18.5297160223,73.8553831389
18.5297080229,73.8553775648
18.5299224755,73.8555269986
18.530172644,73.855701321
18.528742992,73.8543029304
18.5291817916,73.8547019442
18.5291144413,73.8546407003
18.5292653484,73.8547779261
18.5295068755,73.8549975563
18.529633488,73.855112691
18.5295710738,73.8550559347
18.5295787629,73.8550629269
18.5295787629,73.8550629269
18.5296236162,73.8551037143
18.5295868792,73.8550703075
18.5296043933,73.855086234
18.5295638118,73.8550493311
18.5296043933,73.855086234
18.5295954227,73.8550780765
18.530016709,73.8554611731
18.5301841598,73.8556134458
18.5274346891,73.8526083706
18.5285581988,73.8538209792
18.5286102867,73.8538771987
18.528931041,73.8542233999
18.5293825984,73.8547107843
18.529543141,73.8548840669
18.5294813987,73.8548174248
18.529489915,73.8548266171
18.529489915,73.8548266171
18.5295395936,73.8548802385
18.5294989045,73.85483632
18.5295183028,73.8548572579
18.5294733555,73.8548087433
18.5295183028,73.8548572579
18.5295083671,73.8548465336
18.5300538056,73.8554352597
18.5301884633,73.8555806061
18.5299613423,73.8560462746
18.5300273708,73.8561094404
18.529933342,73.8560194884
18.5299412446,73.8560270483
18.5299412446,73.8560270483
18.5299873427,73.8560711478
18.5299495861,73.8560350282
18.5299675864,73.856052248
18.5299258785,73.8560123485
18.5299675864,73.856052248
18.5299583667,73.8560434281
18.5301089346,73.856187468
18.5298794875,73.8558762453
18.5298878376,73.8558849956
18.5298878376,73.8558849956
18.5299365466,73.8559360392
18.5298966516,73.8558942321
18.5299156713,73.8559141634
18.5298716013,73.8558679811
18.5299156713,73.8559141634
18.5299059295,73.8559039547
18.5301170902,73.8561252366
18.5297701507,73.8556334029
18.5301218442,73.8560889606
18.5298469432,73.8555797607
18.5301398877,73.855951277
18.5298176313,73.8556002361
18.5301283612,73.8560392321
18.529911914,73.8555343762
18.5301401027,73.8559496358
18.530113378,73.8561535627
18.530110034,73.8561790783
18.5298022996,73.8556792672
18.5297795723,73.8556268216
18.5300888709,73.8563405635
18.5298883828,73.8557577173
18.5298243085,73.8555955718
18.5300963,73.8562838748
18.5298070617,73.855683607
18.5297844351,73.8556234247
18.5300798713,73.8564092336
18.5298147594,73.8556906222
18.5297884428,73.8556206252
18.5300811792,73.856399253
18.5298147594,73.8556906222
18.5297884428,73.8556206252
18.5300811792,73.856399253
18.5298596631,73.8557315444
18.5298118212,73.8556042944
18.5300888089,73.8563410331
18.5298228849,73.8556980272
18.5297926732,73.8556176701
18.5300825598,73.856388718
18.5298404187,73.8557140063
18.5298018019,73.8556112933
18.530085539,73.8563659845
18.5297997916,73.8556769815
18.52978065,73.8556260687
18.530078636,73.8564186596
18.5298404187,73.8557140063
18.5298018019,73.8556112933
18.530085539,73.8563659845
18.529831438,73.8557058219
18.5297971262,73.8556145595
18.5300840131,73.8563776285
18.5297598605,73.855640591
18.5301357149,73.855983119
18.5320936483,73.854010317
18.530222998,73.855317072
18.5302999115,73.854730124
18.530591451,73.8561938359
18.530628271,73.8561157442
18.5306571912,73.8560544067
18.5306546934,73.8560597043
18.5306410854,73.8560885658
18.5304940702,73.8564003709
18.5305233249,73.8563383248
18.5299760982,73.8574989139
18.5312172259,73.8557476668
18.5312932065,73.8557092423
18.5313341568,73.855688533
18.5301961447,73.8562640376
18.53015593,73.8562843743
18.5302126878,73.8562556717
18.5302308033,73.8562465105
18.5302259714,73.8562489541
18.5302314873,73.8562461646
18.5304634502,73.8561288595
18.5305518054,73.8560841776
18.5306367972,73.8560411965
18.5306341855,73.8560425173
18.5306078824,73.856055819
18.5301868018,73.8562687623
18.530227078,73.8562483944
18.5302348104,73.8562444842
18.5303258235,73.8561984583
18.5302579505,73.8562327821
18.530281604,73.8562208204
18.5301841625,73.856270097
18.5301650345,73.8562797701
18.5303486903,73.8561868944
18.5300832745,73.8563211168
18.5313632711,73.8564191696
18.5313867115,73.8565269482
18.5314256038,73.8567057744
18.5314689429,73.8569050476
18.5309301772,73.8544279052
18.5304544543,73.8522408376
18.5315773794,73.8565075594
18.5316434864,73.8566932742
18.5317424601,73.8569713232
18.5318540791,73.857284898
18.5308487915,73.8544608051
18.5303738763,73.8531267383
18.5318121472,73.8568025247
18.5319643722,73.8571573025
18.5321402012,73.8575670951
18.5308134729,73.8544750825
18.5303495675,73.8533939867
18.5297368375,73.8557477447
18.5291291047,73.8550646219
18.5281381558,73.8539507731
18.5300984583,73.8561542309
18.5298017652,73.8557929747
18.5297828592,73.8557667432
18.5294061486,73.8552440687
18.5289862576,73.8546614922
18.5284754094,73.853952733
18.5300943863,73.8561989831
18.529932088,73.8558591289
18.5299013176,73.8558156445
18.5295736133,73.8553525392
18.5292279052,73.8548639981
18.5288316942,73.8543040984
18.5301032946,73.8561010772
18.5299395113,73.8558628971
18.5299046865,73.8558170353
18.5295310271,73.8553249553
18.5290989047,73.854755893
18.5285295511,73.8540061279
18.5301051217,73.8560809953
18.5298348599,73.8557882099
18.5293323985,73.8551962995
18.5286125495,73.8543483197
18.5272550567,73.8527492618
18.5301030185,73.8561041104
18.5297749549,73.8557634802
18.529089984,73.8550392828
18.5277632028,73.8536365635
18.5301025018,73.8561097898
18.5301278187,73.8559584856
18.5298808552,73.8558331222
18.5298821653,73.8558337873
18.5298419763,73.8558133866
18.5299055497,73.8558456576
18.5298371062,73.8558109145
18.5298435047,73.8558141625
18.5298435047,73.8558141625
18.5298808291,73.8558331091
18.5298502587,73.8558175909
18.529864833,73.8558249891
18.5298310632,73.855807847
18.529864833,73.8558249891
18.5298573681,73.8558211998
18.5301167783,73.8559528812
18.5295246122,73.8556601354
18.5297217699,73.8557415246
18.5298803502,73.8558069889
18.5299668449,73.8558426953
18.5300896621,73.8558933962
18.5298556334,73.8557967854
18.5298597828,73.8557984984
18.5298293377,73.8557859302
18.5298910883,73.8558114217
18.5298266257,73.8557848106
18.5298327322,73.8557873315
18.5298327322,73.8557873315
18.5298683538,73.8558020367
18.529839178,73.8557899924
18.5298530874,73.8557957344
18.5298208584,73.8557824298
18.5298530874,73.8557957344
18.5298459631,73.8557927934
18.5301210131,73.8559063384
18.5282741879,73.854510883
18.5288971788,73.8549143998
18.5294442709,73.8552687613
18.5296267366,73.8553869485
18.5298944096,73.8555603274
18.529525761,73.8553215443
18.5295792344,73.8553561804
18.5296537265,73.8554044306
18.5297438221,73.8554627879
18.5296809963,73.855422094
18.5296878812,73.8554265535
18.5296878812,73.8554265535
18.5297280433,73.8554525677
18.5296951486,73.8554312609
18.529710831,73.8554414188
18.5296744939,73.8554178822
18.529710831,73.8554414188
18.5297027986,73.8554362159
18.5301381311,73.855718193
18.5269123959,73.8529235989
18.5288803021,73.8545726996
18.529250772,73.8548831612
18.5291807182,73.8548244545
18.5293114765,73.8549340336
18.5295161456,73.8551055519
18.529634992,73.8552051492
18.5295730516,73.855153241
18.5295807294,73.8551596753
18.5295807294,73.8551596753
18.5296255165,73.8551972087
18.5295888337,73.8551664671
18.529606322,73.855181123
18.5295658003,73.8551471642
18.529606322,73.855181123
18.5295973646,73.8551736163
18.5301458572,73.855633274
18.5279905211,73.8534745466
18.5287821839,73.8542552722
18.5287930978,73.8542660352
18.5290459285,73.8545153779
18.5294095467,73.8548739811
18.5295561927,73.8550186062
18.5294946096,73.8549578716
18.5295030437,73.8549661895
18.5295030437,73.8549661895
18.5295522426,73.8550147108
18.5295119463,73.8549749696
18.5295311573,73.854993916
18.5294866441,73.8549500158
18.5295311573,73.854993916
18.5295213176,73.8549842117
18.5301486228,73.8556028772
18.5299524357,73.8560533521
18.5300192022,73.8561147183
18.5299239204,73.8560271434
18.5299319942,73.8560345641
18.5299319942,73.8560345641
18.5299790914,73.8560778519
18.5299405166,73.8560423971
18.5299589069,73.8560593
18.5299162952,73.8560201349
18.5299589069,73.8560593
18.5299494875,73.8560506424
18.5300956594,73.8561849915
18.5298682315,73.8558884382
18.529876761,73.8558969941
18.529876761,73.8558969941
18.5299265169,73.8559469037
18.5298857645,73.8559060254
18.5299051929,73.8559255139
18.5298601758,73.8558803576
18.5299051929,73.8559255139
18.5298952418,73.855915532
18.5301013644,73.8561222917
18.530104842,73.8560840692
18.5301172127,73.8559481072
18.5301094205,73.8560337488
18.5301178201,73.8559414296
18.5300990703,73.8561475044
18.5300968211,73.8561722221
18.5297915111,73.8557037549
18.5300820219,73.8563348721
18.529876876,73.8557777759
18.5300873694,73.8562760993
18.5297954555,73.8557071752
18.5300756379,73.8564050321
18.5298032707,73.8557139519
18.5300765791,73.8563946876
18.5298032707,73.8557139519
18.5300765791,73.8563946876
18.5298488596,73.8557534827
18.5300820694,73.8563343443
18.5298115201,73.8557211051
18.5300775726,73.8563837683
18.5298293215,73.8557365409
18.5300797164,73.8563602057
18.5297880744,73.855700775
18.530074749,73.856414802
18.5298293215,73.8557365409
18.5300797164,73.8563602057
18.5298202037,73.8557286348
18.5300786183,73.8563722744
18.5301140024,73.8559833917
18.5302297585,73.8547110456
18.5305427085,73.8561246838
18.5305816552,73.8560486721
18.5306214658,73.8559709738
18.5306253835,73.8559633275
18.5306162699,73.8559811147
18.530456508,73.8562929195
18.5304791857,73.8562486601
18.5301014932,73.8569857832
18.5311333232,73.8557118994
18.5312097347,73.8556720544
18.5312477474,73.8556522326
18.5301807336,73.856208625
18.5301448673,73.8562273272
18.5302039772,73.8561965048
18.5302203698,73.856187957
18.5302121064,73.8561922659
18.5302153115,73.8561905946
18.5304361406,73.8560754445
18.530526307,73.8560284276
18.5306286133,73.8559750803
18.5306360375,73.855971209
18.5306165602,73.8559813655
18.5301657746,73.8562164253
18.530209516,73.8561936166
18.5302227444,73.8561867188
18.530316703,73.8561377247
18.5302490653,73.856172994
18.5302799004,73.8561569151
18.5301748511,73.8562116925
18.5301570398,73.85622098
18.5303315365,73.8561299899
18.5301369264,73.8562314681
18.5312183995,73.8562815719
18.5312236891,73.8563169916
18.5312386248,73.8564170029
18.5312561435,73.8565343105
18.5309400703,73.8544179585
18.5303937346,73.850760499
18.5314049956,73.8563498231
18.5314296255,73.8564353171
18.5314746546,73.8565916194
18.5315251436,73.8567668744
18.5308577409,73.8544502984
18.5303098291,73.8525486293
18.531553737,73.8565066283
18.5316236513,73.8567018487
18.531701562,73.8569193975
18.5308222673,73.8544642328
18.5302897097,73.85297732
18.5297358748,73.8557393179
18.5291589118,73.8551306549
18.5283586851,73.8542864788
18.5270086671,73.8528623663
18.5301400163,73.8561656699
18.5298033649,73.8557830757
18.5297829685,73.8557565429
18.5294148924,73.8552777283
18.5290407782,73.8547910657
18.5286466007,73.8542783128
18.5301375665,73.8562178299
18.5299367753,73.8558447165
18.5299032062,73.8558005209
18.5295767477,73.8553707224
18.529259178,73.8549526311
18.5289389499,73.8545310462
18.5301423771,73.8561154041
18.5299435961,73.855847868
18.5299058507,73.8558014882
18.5295364216,73.855347553
18.5291482006,73.8548705336
18.5287127712,73.8543355169
18.5301434108,73.8560933925
18.5298342249,73.8557752904
18.5293489943,73.8552398667
18.5287418488,73.8545699287
18.5278659058,73.8536034193
18.5301423806,73.8561153263
18.5297736752,73.8557531437
18.5291263123,73.855111925
18.528098955,73.8540943425
18.5301422448,73.8561182201
18.5301409034,73.8559390321
18.5298841188,73.8558203872
18.5298855371,73.8558210425
18.5298461023,73.8558028221
18.5299115672,73.8558330695
18.5298414986,73.855800695
18.5298480016,73.8558036996
18.5298480016,73.8558036996
18.529885936,73.8558212269
18.5298548659,73.8558068712
18.5298696784,73.8558137152
18.5298353568,73.8557978572
18.5298696784,73.8558137152
18.5298620915,73.8558102098
18.530150453,73.8559434445
18.5295253694,73.8556623239
18.5297203612,73.8557336437
18.5298806923,73.8557922862
18.5299695254,73.8558247779
18.530097991,73.8558717656
18.5298567278,73.855783521
18.5298611674,73.8557851449
18.529832032,73.8557744883
18.5298953154,73.8557976348
18.5298297276,73.8557736455
18.5298359067,73.8557759055
18.5298359067,73.8557759055
18.5298719509,73.8557890891
18.5298424289,73.8557782911
18.5298565034,73.855783439
18.5298238919,73.855771511
18.5298565034,73.855783439
18.5298492945,73.8557808023
18.5301528766,73.8558918406
18.528420618,73.8547064738
18.5289537554,73.8550127831
18.5294538962,73.855300138
18.5296292182,73.8554008695
18.5298950031,73.8555535773
18.5295301168,73.8553439306
18.5295817982,73.8553736243
18.5296533915,73.8554147583
18.5297434406,73.8554664964
18.5296802741,73.8554302038
18.5296872017,73.8554341842
18.5296872017,73.8554341842
18.5297276128,73.8554574026
18.5296945142,73.8554383856
18.5297102937,73.8554474518
18.5296737313,73.8554264447
18.5297102937,73.8554474518
18.5297022115,73.8554428082
18.5301615695,73.8557067349
18.5275271727,73.8536713677
18.5289616579,73.8547325352
18.5292842871,73.8549712062
18.5292152215,73.8549201136
18.5293331404,73.8550073469
18.5295195536,73.8551452504
18.5296354121,73.85523096
18.5295737037,73.8551853095
18.5295813659,73.8551909778
18.5295813659,73.8551909778
18.5296260622,73.8552240434
18.5295894538,73.8551969611
18.5296069066,73.8552098724
18.5295664671,73.855179956
18.5296069066,73.8552098724
18.5295979674,73.8552032593
18.5301654967,73.8556231072
18.5283315038,73.8540059166
18.5289127194,73.8545083705
18.5289031383,73.8545000876
18.529110424,73.8546792861
18.5294218556,73.8549485192
18.5295610693,73.8550688708
18.5295000924,73.8550161556
18.5295084214,73.8550233561
18.5295084214,73.8550233561
18.5295570072,73.8550653593
18.5295172131,73.8550309567
18.5295361847,73.855047358
18.5294922262,73.8550093551
18.5295361847,73.855047358
18.5295264676,73.8550389573
18.5301669273,73.8555926449
18.5299653982,73.8560430516
18.5300358186,73.856103982
18.5299358294,73.8560174675
18.5299441624,73.8560246776
18.5299441624,73.8560246776
18.529992772,73.8560667365
18.5299529585,73.8560322882
18.5299719394,73.8560487112
18.5299279592,73.8560106579
18.5299719394,73.8560487112
18.5299622174,73.8560402995
18.5301387314,73.8561930265
18.529876013,73.855880009
18.5298848071,73.8558882785
18.5298848071,73.8558882785
18.5299361058,73.8559365168
18.5298940897,73.8558970073
18.5299141206,73.8559158432
18.5298677075,73.855872199
18.5299141206,73.8559158432
18.5299038609,73.8559061956
18.5301416988,73.856129845
18.5301433287,73.8560951414
18.5301500187,73.8559526933
18.5301457185,73.856044257
18.5301499911,73.8559532776
18.5301400544,73.8561648585
18.530138688,73.8561939471
18.5297940474,73.8556979982
18.5301301892,73.856374899
18.5298820615,73.8557687367
18.5301329649,73.8563157984
18.529798294,73.8557014113
18.5301264071,73.8564554211
18.529806284,73.855707833
18.5301269132,73.8564446447
18.529806284,73.855707833
18.5301269132,73.8564446447
18.5298528926,73.8557452932
18.5301298654,73.8563817824
18.529814718,73.8557146115
18.5301274474,73.8564332696
18.5298329175,73.8557292389
18.5301286002,73.8564087234
18.5297907479,73.8556953463
18.5301259291,73.8564655988
18.5298329175,73.8557292389
18.5301286002,73.8564087234
18.5298235958,73.8557217468
18.5301280097,73.8564212958
18.5301485974,73.8559829571
18.5302085933,73.8547052896
18.5305868029,73.8561872415
18.5306206861,73.856104831
18.5306491445,73.8560356143
18.5306481228,73.8560380991
18.5306361536,73.856067211
18.5304964155,73.85640708
18.5305240658,73.8563398298
18.5298714918,73.8579269605
18.5311620101,73.8556900558
18.5311301128,73.8557105308
18.531198117,73.8556668786
18.5312315404,73.855645424
18.5302070012,73.8563030736
18.5301648082,73.8563301569
18.5302185728,73.8562956459
18.5302374047,73.8562835578
18.5302348379,73.8562852054
18.5302415901,73.8562808713
18.5304671461,73.8561360883
18.5305509457,73.8560822978
18.5306351911,73.856028221
18.5306345461,73.8560286351
18.5306091509,73.8560449363
18.530201902,73.8563063466
18.53023819,73.8562830538
18.5302423139,73.8562804067
18.5303297058,73.8562243105
18.5302630499,73.8562670964
18.5302825046,73.8562546085
18.5301910521,73.8563133111
18.5301713182,73.8563259781
18.5303550628,73.856208034
18.5300236299,73.8564207781
18.5313992577,73.8563563883
18.5314329053,73.8564508919
18.5314964805,73.8566294513
18.5315708082,73.8568382108
18.5307442648,73.854516814
18.530332637,73.8533607928
18.531244538,73.8563063979
18.5312540911,73.8563561462
18.5312772249,73.8564766169
18.531304472,73.8566185074
18.530891302,73.8544669909
18.5304519282,73.852179269
18.5314192192,73.856362838
18.5314500849,73.8564599947
18.5315060354,73.8566361118
18.5315700384,73.8568375761
18.5308241372,73.8544897495
18.530364664,73.8530435858
18.5315672082,73.8565220534
18.531649054,73.8567358048
18.5317424944,73.8569798374
18.5307930441,73.8545002853
18.5303376565,73.8533110747
18.5297453223,73.8558220039
18.5292273598,73.855282294
18.5285474789,73.8545738799
18.5274900551,73.8534721111
18.5298251402,73.855905174
18.5298032435,73.8558823577
18.529808322,73.8558876494
18.5300518454,73.8561414006
18.5297928982,73.8558478505
18.5297821404,73.8558338996
18.5294461971,73.8553982417
18.5291161844,73.8549702799
18.5287837968,73.854539245
18.5300480714,73.856178768
18.5299183187,73.8559014669
18.5298945049,73.855870204
18.5295950895,73.8554771302
18.529314071,73.8551082121
18.5290444212,73.8547542233
18.5300576093,73.8560843298
18.5299279138,73.8559055688
18.5299005592,73.8558721601
18.5295633369,73.8554603066
18.5292231508,73.8550448384
18.5288619468,73.8546037081
18.5300594398,73.8560662044
18.5298379935,73.8558519455
18.5293999975,73.8553737635
18.5288789583,73.8548049281
18.5281775056,73.8540391473
18.5297698192,73.8557775159
18.5300569376,73.85609098
18.5297837381,73.8558344158
18.5292057995,73.8552708706
18.5283493983,73.8544358149
18.5298050909,73.8558552373
18.5297841607,73.8558348281
18.5297928011,73.8558432533
18.5300560335,73.8560999328
18.5301108191,73.8559837598
18.5298687694,73.8558802849
18.5298697526,73.8558807053
18.5298234207,73.8558608987
18.5298855648,73.8558874649
18.5298427684,73.8558691698
18.5298177747,73.8558584851
18.5298177747,73.8558584851
18.5298040371,73.8558526124
18.5298030056,73.8558521715
18.5298177747,73.8558584851
18.5298168338,73.8558580829
18.5297767769,73.8558409589
18.5298234184,73.8558608978
18.5298177747,73.8558584851
18.5298234184,73.8558608978
18.5298613244,73.8558771024
18.5298618286,73.8558773179
18.5298177747,73.8558584851
18.5298303688,73.855863869
18.5298427684,73.8558691698
18.5298453671,73.8558702807
18.5298177747,73.8558584851
18.5298106149,73.8558554244
18.5298102008,73.8558552473
18.5298453671,73.8558702807
18.5298427684,73.8558691698
18.5297886621,73.8558460397
18.5297946736,73.8558486096
18.5297961891,73.8558492574
18.529837685,73.8558669967
18.5297961891,73.8558492574
18.5300695482,73.8559661166
18.5295598773,73.8557620879
18.5297355945,73.8558188609
18.5298789965,73.8558651933
18.5299595841,73.8558912307
18.5300760115,73.8559288479
18.5298507432,73.8558560648
18.5298537147,73.8558570249
18.5298155042,73.8558446793
18.5298749979,73.8558639014
18.5298338535,73.8558506079
18.5298103431,73.8558430118
18.5298103431,73.8558430118
18.529798668,73.8558392397
18.5297964506,73.8558385232
18.5298103431,73.8558430118
18.5298104471,73.8558430454
18.5297716104,73.8558304975
18.5298166933,73.8558450635
18.5298103431,73.8558430118
18.5298166933,73.8558450635
18.5298513082,73.8558562474
18.5298531296,73.8558568359
18.5298103431,73.8558430118
18.5298232866,73.8558471938
18.5298338535,73.8558506079
18.5298375141,73.8558517906
18.5298103431,73.8558430118
18.5298045479,73.8558411394
18.5298032187,73.85584071
18.5298375141,73.8558517906
18.5298338535,73.8558506079
18.5297840335,73.8558345113
18.5297904721,73.8558365916
18.5297900387,73.8558364515
18.5298302268,73.8558494361
18.5297900387,73.8558364515
18.5300733975,73.8559280033
18.5286047359,73.8549524091
18.5290567599,73.8551919045
18.529491325,73.8554221521
18.5296477893,73.8555050526
18.5298880762,73.8556323662
18.5295515435,73.855454058
18.5295971712,73.8554782334
18.529650416,73.8555064444
18.529734732,73.8555511184
18.5296747492,73.8555193372
18.5296481074,73.8555052213
18.5296481074,73.8555052213
18.529669007,73.8555162948
18.5296323645,73.8554968801
18.5296481074,73.8555052213
18.5296724435,73.8555181155
18.5295978068,73.8554785702
18.5296793974,73.8555218
18.5296481074,73.8555052213
18.5296793974,73.8555218
18.5296945287,73.8555298172
18.5297199623,73.8555432929
18.5296481074,73.8555052213
18.5296867377,73.8555256891
18.5296747492,73.8555193372
18.5297025773,73.8555340816
18.5296481074,73.8555052213
18.5296658758,73.8555146356
18.5296400341,73.8555009438
18.5297025773,73.8555340816
18.5296747492,73.8555193372
18.5296528295,73.8555077233
18.5296806528,73.8555224651
18.5296250985,73.8554930303
18.5296944644,73.855529783
18.5296250985,73.8554930303
18.5300923252,73.8557405858
18.5278956115,73.8541195206
18.5290642373,73.8549340716
18.5293445162,73.8551294334
18.5292726524,73.8550793423
18.5293756224,73.8551511156
18.5295292488,73.8552581977
18.5296370778,73.8553333582
18.5295594311,73.8552792361
18.5295295731,73.8552584241
18.5295295731,73.8552584241
18.5295794228,73.855293171
18.5295119298,73.855246126
18.5295295731,73.8552584241
18.5295758454,73.8552906772
18.529467829,73.8552153864
18.5295835008,73.8552960133
18.5295295731,73.8552584241
18.5295835008,73.8552960133
18.5295815983,73.8552946875
18.5296281577,73.8553271408
18.5295295731,73.8552584241
18.5295915816,73.8553016459
18.5295594311,73.8552792361
18.5296090191,73.8553138005
18.5295295731,73.8552584241
18.5295686152,73.8552856375
18.5295205253,73.8552521174
18.5296090191,73.8553138005
18.5295594311,73.8552792361
18.5295617372,73.8552808435
18.5296072781,73.8553125869
18.5295037867,73.85524045
18.5296000877,73.855307575
18.5295037867,73.85524045
18.5301008075,73.8556565951
18.5285499706,73.8543463731
18.5290358832,73.8547471811
18.5290088072,73.854724847
18.5291857951,73.8548708382
18.529444229,73.8550840117
18.5295728288,73.8551900902
18.5294797314,73.8551132971
18.5294468373,73.8550861634
18.5294468373,73.8550861634
18.5295208062,73.8551471784
18.5294273998,73.8550701299
18.5294468373,73.8550861634
18.5295117111,73.8551396758
18.5293745683,73.8550265509
18.5295200064,73.8551465184
18.5294468373,73.8550861634
18.5295200064,73.8551465184
18.5295041529,73.8551334419
18.5295683957,73.8551864338
18.5294468373,73.8550861634
18.5295287626,73.8551537412
18.5294797314,73.8551132971
18.5295476575,73.8551693272
18.5294468373,73.8550861634
18.5295038766,73.8551332133
18.5294368693,73.8550779411
18.5295476575,73.8551693272
18.5294797314,73.8551132971
18.5295017633,73.8551314703
18.5295610574,73.8551803803
18.5294184286,73.8550627298
18.5295379796,73.8551613441
18.5294184286,73.8550627298
18.5301036962,73.8556279916
18.529927158,73.8560734389
18.5299946023,73.8561306131
18.5299502952,73.856093053
18.5299167927,73.8560646521
18.5299167927,73.8560646521
18.5298749167,73.8560291529
18.5298969958,73.8560478697
18.5299167927,73.8560646521
18.5298976883,73.8560484568
18.5298659741,73.856021572
18.5299061093,73.8560555955
18.5299167927,73.8560646521
18.5299061093,73.8560555955
18.5299751683,73.8561141385
18.5299552317,73.8560972377
18.5299167927,73.8560646521
18.5299149981,73.8560631307
18.5299502952,73.856093053
18.5299341793,73.856079391
18.5299167927,73.8560646521
18.5298897352,73.8560417147
18.5299066405,73.8560560458
18.5299341793,73.856079391
18.5299502952,73.856093053
18.5298556093,73.8560127855
18.5298505785,73.8560085208
18.5298878588,73.8560401241
18.5299243548,73.8560710626
18.5298878588,73.8560401241
18.5300483345,73.8561761632
18.5298228368,73.8558994369
18.5298418592,73.8559170056
18.5298507266,73.8559251955
18.5298507266,73.8559251955
18.5299024536,73.85597297
18.5298600868,73.8559338404
18.5298802849,73.8559524952
18.5298334843,73.8559092707
18.5298802849,73.8559524952
18.5298025946,73.8558807415
18.5298074865,73.8558852595
18.5298699395,73.8559429403
18.5300546587,73.8561135452
18.5297482226,73.8557157411
18.5300589684,73.8560708718
18.5296573032,73.8554871451
18.5296345535,73.8554622043
18.5296751415,73.855506701
18.5300720053,73.8559417875
18.5300640444,73.8560206125
18.530073683,73.8559251746
